customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportTickets6mo,Churn
CUST-11695,Female,1,No,No,15,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),65.53,967.27,1,Yes
CUST-11696,Male,0,No,No,22,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,54.42,1170.5,2,Yes
CUST-11697,Male,0,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,No,Electronic check,88.48,2248.34,0,No
CUST-11698,Male,0,No,No,18,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),54.56,944.36,0,No
CUST-11699,Female,1,Yes,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,23.58,241.89,0,No
CUST-11700,Male,0,Yes,No,26,No,No phone service,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),93.4,2435.03,2,No
CUST-11701,Female,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,104.64,3550.34,2,No
CUST-11702,Male,0,Yes,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),61.77,1833.4,0,No
CUST-11703,Male,0,No,No,9,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),57.09,478.43,0,No
CUST-11704,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.76,4285.02,2,Yes
CUST-11705,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),84.95,6122.76,1,No
CUST-11706,Male,0,No,No,39,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,704.01,1,No
CUST-11707,Female,0,No,No,45,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),55.26,2463.3,3,Yes
CUST-11708,Female,0,No,No,30,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,56.5,1702.54,2,No
CUST-11709,Female,0,Yes,No,32,No,No phone service,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,73.52,2362.97,1,No
CUST-11710,Male,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,74.43,332.78,1,No
CUST-11711,Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Mailed check,88.75,2033.43,0,Yes
CUST-11712,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,26.82,578.35,0,No
CUST-11713,Male,0,No,No,72,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.81,3764.14,1,No
CUST-11714,Female,0,No,No,20,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,78.07,1574.3,1,Yes
CUST-11715,Female,0,Yes,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.47,1614.29,1,Yes
CUST-11716,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.38,602.98,1,No
CUST-11717,Male,1,Yes,Yes,17,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,55.45,925.75,0,No
CUST-11718,Female,0,Yes,Yes,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,76.19,377.1,1,Yes
CUST-11719,Male,1,Yes,No,32,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),42.13,1375.25,0,No
CUST-11720,Female,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.69,252.86,1,Yes
CUST-11721,Male,0,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,82.24,498.64,1,Yes
CUST-11722,Male,0,No,No,39,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,51.49,2008.8,2,No
CUST-11723,Female,0,No,No,33,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),92.74,3070.82,0,No
CUST-11724,Female,0,No,No,35,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,85.19,3011.22,0,Yes
CUST-11725,Female,0,Yes,No,25,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,62.24,1518.5,0,Yes
CUST-11726,Female,1,Yes,Yes,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,260.4,0,No
CUST-11727,Male,1,Yes,Yes,10,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,48.74,491.4,0,No
CUST-11728,Female,0,Yes,No,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),89.64,6010.7,2,No
CUST-11729,Female,0,No,No,41,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),99.43,4090.59,2,Yes
CUST-11730,Female,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,896.19,4,No
CUST-11731,Male,0,No,Yes,22,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.63,1295.04,1,Yes
CUST-11732,Male,0,No,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,80.99,1048.62,1,No
CUST-11733,Female,1,No,No,11,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,52.55,585.27,4,No
CUST-11734,Male,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.15,646.02,2,No
CUST-11735,Female,0,Yes,No,13,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,69.82,914.14,2,No
CUST-11736,Male,0,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,77.95,323.75,0,No
CUST-11737,Male,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,80.81,3050.49,1,No
CUST-11738,Male,0,Yes,No,49,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,59.91,2953.31,0,Yes
CUST-11739,Male,0,Yes,No,16,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),60.79,986.49,0,No
CUST-11740,Female,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,58.31,255.9,2,No
CUST-11741,Female,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.0,550.74,0,No
CUST-11742,Female,0,Yes,No,22,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.0,1974.81,0,No
CUST-11743,Male,1,No,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.0,295.06,2,Yes
CUST-11744,Female,0,Yes,Yes,34,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),67.18,2270.89,1,No
CUST-11745,Female,0,No,No,27,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),56.81,1522.17,0,No
CUST-11746,Female,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.22,732.51,0,No
CUST-11747,Male,0,No,Yes,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),79.65,2084.2,0,No
CUST-11748,Male,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),26.46,366.96,2,No
CUST-11749,Male,0,Yes,Yes,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,206.25,1,No
CUST-11750,Female,0,Yes,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.73,534.38,3,Yes
CUST-11751,Female,0,No,No,47,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,57.17,2698.25,0,Yes
CUST-11752,Female,0,No,Yes,27,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),58.88,1591.06,1,No
CUST-11753,Male,0,No,No,14,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,47.24,669.32,1,No
CUST-11754,Male,1,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.92,580.89,1,No
CUST-11755,Female,1,No,No,29,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.18,2525.34,1,Yes
CUST-11756,Male,0,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,83.32,1093.73,1,No
CUST-11757,Male,0,No,No,72,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,1271.53,0,No
CUST-11758,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,92.92,4162.4,1,Yes
CUST-11759,Male,1,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),58.96,1306.59,2,No
CUST-11760,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,90.57,6538.71,0,No
CUST-11761,Male,1,Yes,No,32,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,68.38,2197.23,1,No
CUST-11762,Male,0,No,Yes,30,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),82.76,2475.38,1,No
CUST-11763,Male,0,Yes,No,63,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,74.78,4710.22,0,No
CUST-11764,Male,0,No,No,45,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,53.82,2394.14,1,No
CUST-11765,Female,1,No,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.68,870.07,4,No
CUST-11766,Female,1,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),29.25,510.2,0,No
CUST-11767,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),21.13,503.99,1,No
CUST-11768,Male,0,No,No,22,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),70.22,1572.99,1,Yes
CUST-11769,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.46,324.09,1,Yes
CUST-11770,Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),86.14,6183.16,1,No
CUST-11771,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,812.84,1,No
CUST-11772,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,18.0,380.65,0,No
CUST-11773,Female,0,Yes,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,568.39,0,No
CUST-11774,Male,0,Yes,No,22,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,57.93,1300.05,1,Yes
CUST-11775,Female,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,83.96,1047.29,1,Yes
CUST-11776,Female,0,Yes,No,4,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),81.15,319.07,0,Yes
CUST-11777,Male,0,No,No,35,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,58.3,2040.09,1,No
CUST-11778,Female,0,No,No,26,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.09,2231.72,2,Yes
CUST-11779,Female,0,Yes,No,54,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,63.78,3459.13,0,No
CUST-11780,Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.27,299.29,0,No
CUST-11781,Female,0,No,No,55,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,27.81,1521.87,0,No
CUST-11782,Female,0,No,Yes,59,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,71.23,4188.49,2,No
CUST-11783,Female,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.94,4198.11,1,Yes
CUST-11784,Male,0,No,No,44,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),38.26,1694.26,1,Yes
CUST-11785,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.37,450.57,1,No
CUST-11786,Female,1,Yes,No,54,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,45.94,2529.48,3,No
CUST-11787,Female,1,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,74.25,3572.42,1,Yes
CUST-11788,Male,0,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.66,524.34,0,No
CUST-11789,Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),71.82,428.9,2,No
CUST-11790,Male,0,No,No,21,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Electronic check,91.7,1904.8,1,Yes
CUST-11791,Female,1,Yes,Yes,50,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),51.23,2577.02,1,No
CUST-11792,Male,0,No,No,32,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),44.64,1404.79,0,No
CUST-11793,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,81.53,1419.11,1,No
CUST-11794,Female,0,Yes,No,26,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),68.44,1799.02,2,No
CUST-11795,Female,0,Yes,Yes,28,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.67,1263.97,4,No
CUST-11796,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,81.35,992.02,3,Yes
CUST-11797,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),76.73,1310.79,0,No
CUST-11798,Male,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),81.63,5880.03,1,Yes
CUST-11799,Male,0,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,72.65,66.34,1,No
CUST-11800,Male,0,Yes,No,26,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,89.35,2319.01,2,Yes
CUST-11801,Male,0,No,No,50,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,64.55,3215.74,1,No
CUST-11802,Male,1,Yes,No,26,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),43.73,1140.53,1,No
CUST-11803,Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,30.19,519.33,1,Yes
CUST-11804,Male,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,89.06,1702.01,0,No
CUST-11805,Male,0,Yes,No,72,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,85.48,6131.05,1,No
CUST-11806,Female,0,Yes,No,40,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,86.67,3492.0,0,No
CUST-11807,Male,1,Yes,No,39,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,67.34,2603.16,3,No
CUST-11808,Female,0,No,No,24,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,67.0,1632.93,0,No
CUST-11809,Female,1,No,Yes,30,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,86.41,2598.3,1,No
CUST-11810,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.6,957.53,2,Yes
CUST-11811,Male,1,No,No,72,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),87.32,6309.79,0,No
CUST-11812,Male,0,Yes,No,42,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,53.22,2264.85,0,Yes
CUST-11813,Male,0,No,No,26,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),60.29,1561.61,1,No
CUST-11814,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,65.96,1876.6,0,Yes
CUST-11815,Male,1,No,Yes,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.47,3236.0,1,No
CUST-11816,Female,1,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.0,178.08,2,Yes
CUST-11817,Male,0,No,Yes,20,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,70.92,1402.67,1,Yes
CUST-11818,Female,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.1,227.15,1,No
CUST-11819,Male,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,747.31,2,No
CUST-11820,Male,0,No,Yes,8,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),78.98,617.96,3,No
CUST-11821,Male,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Electronic check,90.61,1079.55,0,No
CUST-11822,Female,0,No,Yes,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.24,1046.81,1,No
CUST-11823,Female,0,Yes,Yes,30,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),52.78,1573.42,0,No
CUST-11824,Male,0,No,No,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),62.23,4481.1,1,No
CUST-11825,Male,0,No,Yes,20,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,No,Mailed check,72.15,1467.31,0,No
CUST-11826,Female,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.38,2096.99,1,No
CUST-11827,Female,0,No,Yes,66,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),62.9,4131.69,1,No
CUST-11828,Female,0,No,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.73,1189.52,2,No
CUST-11829,Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),81.45,3787.77,1,No
CUST-11830,Female,0,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.67,291.7,0,No
CUST-11831,Male,0,Yes,Yes,15,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,55.25,821.39,0,No
CUST-11832,Female,0,Yes,No,24,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),95.95,2280.49,2,No
CUST-11833,Male,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,84.55,2075.15,1,Yes
CUST-11834,Female,0,No,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),74.07,1016.49,1,No
CUST-11835,Female,0,No,Yes,19,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,362.59,4,No
CUST-11836,Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),87.49,2200.24,1,Yes
CUST-11837,Female,0,No,No,53,Yes,Yes,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),51.55,2723.89,0,No
CUST-11838,Female,0,No,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.19,1219.13,3,No
CUST-11839,Male,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),74.1,3031.06,0,No
CUST-11840,Female,1,No,No,7,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,54.66,374.13,2,No
CUST-11841,Female,1,Yes,No,58,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),83.84,4856.29,2,No
CUST-11842,Female,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),77.89,3208.76,0,Yes
CUST-11843,Male,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),88.14,4236.48,0,Yes
CUST-11844,Female,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),65.99,995.42,4,Yes
CUST-11845,Male,0,No,No,68,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,94.96,6422.9,0,Yes
CUST-11846,Female,1,No,No,22,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,69.66,1540.13,0,No
CUST-11847,Female,0,No,No,14,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),70.0,957.89,0,No
CUST-11848,Male,0,No,No,44,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),74.66,3263.4,0,No
CUST-11849,Female,0,Yes,No,25,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,98.62,2464.3,1,No
CUST-11850,Male,1,No,No,40,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,64.51,2613.44,0,No
CUST-11851,Male,0,Yes,Yes,19,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,52.38,1005.06,2,No
CUST-11852,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.47,219.12,0,No
CUST-11853,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.94,537.53,0,No
CUST-11854,Female,0,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,80.81,626.39,1,No
CUST-11855,Female,0,No,No,41,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,67.75,2799.49,3,Yes
CUST-11856,Male,0,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),83.34,111.6,1,No
CUST-11857,Male,1,Yes,Yes,55,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),62.27,3428.43,0,Yes
CUST-11858,Male,1,No,No,9,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Mailed check,75.19,651.22,0,No
CUST-11859,Male,1,No,Yes,51,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),88.32,4507.09,1,Yes
CUST-11860,Female,0,No,No,38,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,72.72,2761.79,2,No
CUST-11861,Female,0,Yes,No,3,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),64.8,156.19,0,No
CUST-11862,Male,0,Yes,Yes,30,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),83.67,2503.5,1,No
CUST-11863,Female,0,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),18.0,100.15,0,No
CUST-11864,Female,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),79.27,2377.54,0,No
CUST-11865,Female,0,No,No,15,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,78.34,1189.34,1,No
